SMILES,NAME,i_m_ct_format,i_sd_PUBCHEM\_COMPOUND\_CID,s_sd_PUBCHEM\_IUPAC\_INCHI,s_sd_PUBCHEM\_IUPAC\_INCHIKEY,r_sd_PUBCHEM\_EXACT\_MASS,s_sd_PUBCHEM\_MOLECULAR\_FORMULA,r_sd_PUBCHEM\_MOLECULAR\_WEIGHT,r_sd_PUBCHEM\_CACTVS\_TPSA,i_sd_Reference_for_HalfLife\_AID\_num,i_sd_Stable,r_sd_Half-Life_in_MLM_minutes,s_sd_PUBCHEM\_IUPAC\_NAME,s_sd_PUBCHEM\_IUPAC\_TRADITIONAL\_NAME,b_sd_chiral_flag,i_sd_version,s_m_source_file,i_m_source_file_index,i_lp_mmshare_version,i_f3d_flags,s_epik_input,s_epik_cmdline,r_lp_tautomer_probability,r_epik_Ionization_Penalty,r_epik_Ionization_Penalty_Charging,r_epik_Ionization_Penalty_Neutral,r_epik_State_Penalty,r_epik_Charging_Adjusted_Penalty,i_epik_Tot_Q,i_epik_Tot_abs_Q,s_st_EZ_1,s_st_EZ_2,s_lp_Force_Field,r_lp_Energy,b_lp_Chiralities_Consistent,s_lp_Variant,r_mmod_Potential_Energy-S-OPLS,r_mmod_Stretch_Energy-S-OPLS,r_mmod_Bend_Energy-S-OPLS,r_mmod_Torsional_Energy-S-OPLS,r_mmod_Improper_Torsional_Energy-S-OPLS,r_mmod_Van_der_Waal_Energy-S-OPLS,r_mmod_Electrostatic_Energy-S-OPLS,r_mmod_Solvation_Energy-S-OPLS,b_mmod_Minimization_Converged-S-OPLS,r_mmod_RMS_Derivative-S-OPLS,i_sd_Name,r_sd_PUBCHEM\_XLOGP3\_AA,s_sd_Qualifier_for_MLM_HalfLife,s_epik_Chemistry_Notes,i_qp_#stars,i_qp_#amine,i_qp_#amidine,i_qp_#acid,i_qp_#amide,i_qp_#rotor,i_qp_#rtvFG,i_qp_CNS,r_qp_mol_MW,r_qp_dipole,r_qp_SASA,r_qp_FOSA,r_qp_FISA,r_qp_PISA,r_qp_WPSA,r_qp_volume,r_qp_donorHB,r_qp_accptHB,r_qp_dip^2/V,r_qp_ACxDN^.5/SA,r_qp_glob,r_qp_QPpolrz,r_qp_QPlogPC16,r_qp_QPlogPoct,r_qp_QPlogPw,r_qp_QPlogPo/w,r_qp_QPlogS,r_qp_CIQPlogS,r_qp_QPlogHERG,r_qp_QPPCaco,r_qp_QPlogBB,r_qp_QPPMDCK,r_qp_QPlogKp,r_qp_IP(eV),r_qp_EA(eV),i_qp_#metab,r_qp_QPlogKhsa,i_qp_HumanOralAbsorption,r_qp_PercentHumanOralAbsorption,r_qp_SAfluorine,r_qp_SAamideO,r_qp_PSA,i_qp_#NandO,i_qp_RuleOfFive,i_qp_RuleOfThree,i_qp_#ringatoms,i_qp_#in34,i_qp_#in56,i_qp_#noncon,i_qp_#nonHatm,r_qp_Jm
[O-][N+](=O)c(o1)ccc1C2=NO[C@@H](C2)c3cc(F)c(cc3)N4CCOCC4=O,71449274,2,71449274,"InChI=1S/C17H14FN3O6/c18-11-7-10(1-2-13(11)20-5-6-25-9-16(20)22)15-8-12(19-27-15)14-3-4-17(26-14)21(23)24/h1-4,7,15H,5-6,8-9H2",ABCFHKNEUWTNBT-UHFFFAOYSA-N,375.086663,C17H14FN3O6,375.307963,110.0,687458,1,82.8,"4-[2-fluoro-4-[3-(5-nitrofuran-2-yl)-4,5-dihydro-1,2-oxazol-5-yl]phenyl]morpholin-3-one",4-[2-fluoro-4-[3-(5-nitro-2-furyl)-2-isoxazolin-5-yl]phenyl]morpholin-3-one,1,0,ligprep_3.sdf,659,55137,0,Tz1DMVtDSDJdT1tDSDJdW0NIMl1OMWMoW2NIXVtjSF0yKWMoRilbY0hdYzJbQ0BIXTNPTj1DKFtDSDJdMyljNG9jKFtOK10oW08tXSk9TylbY0hdW2NIXTQ=,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,1.0,0.0,0.0,0.0,-0.0,0.0,0,2,,,S-OPLS,23.174308,1,71449274-2,118.580131530762,16.8468856811523,48.2998390197754,-54.3788108825684,0.664173126220703,66.6328659057617,129.025726318359,-88.5105438232422,1,0.0362844057381153,71449274,2.0,,This compound has an imine and may undergo hydrolysis.,1,0,0,0,0,1,0,-2,375.312,8.028,619.847,206.645,187.564,193.069,32.569,1077.629,0.0,8.9,0.0598032,0.0,0.8200871,38.174,10.669,18.598,12.357,1.043,-3.282,-3.91,-5.364,164.903,-1.276,106.336,-4.2,9.631,1.751,5,-0.677,3,72.739,32.569,0.0,118.253,9,0,0,22,0,22,5,27,0.0123534891538124
[O-][N+](=O)c(o1)ccc1C2=NO[C@@H](C2)c3ccc(cc3)N4CCOCC4,57325398,2,57325398,"InChI=1S/C17H17N3O5/c21-20(22)17-6-5-15(24-17)14-11-16(25-18-14)12-1-3-13(4-2-12)19-7-9-23-10-8-19/h1-6,16H,7-11H2",WBYGHVFBDQKPLZ-UHFFFAOYSA-N,343.116821,C17H17N3O5,343.33398,93.0,687458,1,63.6,"4-[4-[3-(5-nitrofuran-2-yl)-4,5-dihydro-1,2-oxazol-5-yl]phenyl]morpholine",4-[4-[3-(5-nitro-2-furyl)-2-isoxazolin-5-yl]phenyl]morpholine,1,0,ligprep_3.sdf,660,55137,0,W0NIMl0xW0NIMl1PW0NIMl1bQ0gyXU4xYzJbY0hdW2NIXWMoW2NIXVtjSF0yKVtDQEhdM09OPUMoW0NIMl0zKWM0b2MoW04rXShbTy1dKT1PKVtjSF1bY0hdNA==,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,1.0,0.0,0.0,0.0,-0.0,0.0,0,2,,,S-OPLS,7.134279,1,57325398-2,28.7230377197266,12.799656867981,24.0317993164063,-70.2311706542969,-3.03025579452515,60.7586975097656,86.8489303588867,-82.4546203613281,1,0.0450531616806984,57325398,2.6,,This compound has an imine and may undergo hydrolysis.,0,0,0,0,0,1,0,-2,343.338,10.122,603.594,236.012,155.021,212.562,0.0,1048.304,0.0,6.9,0.0977419,0.0,0.8268216,37.187,10.511,17.419,10.248,1.95,-3.88,-4.094,-5.348,335.614,-1.009,151.999,-3.532,8.683,1.63,4,-0.227,3,83.571,0.0,0.0,93.336,8,0,0,22,0,22,6,25,0.013314805890337
O/N=C(\C)c1cc(ccc1)C(C)(C)NC(=O)Nc(c2)ccc(Cl)c2[N+]([O-])=O,71462574,2,71462574,"InChI=1S/C18H19ClN4O4/c1-11(22-25)12-5-4-6-13(9-12)18(2,3)21-17(24)20-14-7-8-15(19)16(10-14)23(26)27/h4-10,25H,1-3H3,(H2,20,21,24)/b22-11+",NVJOGFOHISBAHG-SSDVNMTOSA-N,390.109,C18H19ClN4O4,390.821,120.0,704984,0,11.0,1-(4-chloro-3-nitrophenyl)-3-[2-[3-[(E)-N-hydroxy-C-methylcarbonimidoyl]phenyl]propan-2-yl]urea,1-[1-(3-acetohydroximoylphenyl)-1-methyl-ethyl]-3-(4-chloro-3-nitro-phenyl)urea,0,0,ligprep_3.sdf,661,55137,0,W2NIXTFbY0hdYyhDbCljKFtOK10oW08tXSk9TylbY0hdYzFbTkhdQyg9TylbTkhdQyhbQ0gzXSkoW0NIM10pYzJbY0hdYyhbY0hdW2NIXVtjSF0yKVxDKFtDSDNdKT1OXFtPSF0=,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,1.0,0.0,0.0,0.0,-0.0,0.0,0,2,3_8_20_16_E,,S-OPLS,48.892131,1,71462574-1,-123.261932373047,23.5319843292236,43.1775169372559,41.903621673584,0.820837795734406,129.550979614258,-267.802001953125,-94.4448547363281,1,0.049927581101656,,3.4,,This compound has an imine and may undergo hydrolysis.,1,0,0,0,1,7,0,-2,390.825,13.048,674.914,194.615,205.36,214.275,60.664,1180.513,3.0,5.7,0.1442202,0.0146281,0.8003823,38.642,13.268,22.564,13.854,2.406,-4.881,-4.809,-4.409,83.657,-1.847,99.582,-3.877,9.279,1.193,3,-0.019,3,75.439,0.0,15.826,122.929,8,0,0,12,0,12,0,27,0.000682088952745807
O/N=C(\C)c1cc(ccc1)C(C)(C)NC(=O)Nc(c2)ccc(Cl)c2C(=O)N,71460873,2,71460873,"InChI=1S/C19H21ClN4O3/c1-11(24-27)12-5-4-6-13(9-12)19(2,3)23-18(26)22-14-7-8-16(20)15(10-14)17(21)25/h4-10,27H,1-3H3,(H2,21,25)(H2,22,23,26)/b24-11+",NRJRCKIOCQMNMC-BHGWPJFGSA-N,388.130218,C19H21ClN4O3,388.84804,117.0,704984,1,190.0,2-chloro-5-[2-[3-[(E)-N-hydroxy-C-methylcarbonimidoyl]phenyl]propan-2-ylcarbamoylamino]benzamide,5-[[1-(3-acetohydroximoylphenyl)-1-methyl-ethyl]carbamoylamino]-2-chloro-benzamide,0,0,ligprep_3.sdf,662,55137,0,W2NIXTFbY0hdYyhDbCljKEMoPU8pW05IMl0pW2NIXWMxW05IXUMoPU8pW05IXUMoW0NIM10pKFtDSDNdKWMyW2NIXWMoW2NIXVtjSF1bY0hdMilcQyhbQ0gzXSk9TlxbT0hd,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,1.0,0.0,0.0,0.0,-0.0,0.0,0,0,3_7_19_15_E,,S-OPLS,47.395927,1,71460873-1,-321.355346679688,24.25412940979,45.4634284973145,44.1055183410645,0.453056424856186,131.23371887207,-460.776489257813,-106.088714599609,1,0.046477198600769,71460873,2.5,,This compound has an imine and may undergo hydrolysis.,0,0,0,0,1,7,0,-2,388.853,9.734,687.629,195.405,217.942,213.819,60.462,1198.884,5.0,7.2,0.0790289,0.0234134,0.7937112,39.373,13.995,25.681,18.385,1.496,-4.405,-4.055,-4.515,63.382,-2.016,73.809,-4.111,8.845,0.413,3,-0.355,3,67.959,0.0,15.979,130.722,7,0,0,12,0,12,0,27,0.00118461455135505
[NH3+]CCO/N=C(\C)c1cc(ccc1)C(C)(C)NC(=O)Nc(c2)ccc(Cl)c2[N+]([O-])=O,71457199,2,71457199,"InChI=1S/C20H24ClN5O4/c1-13(25-30-10-9-22)14-5-4-6-15(11-14)20(2,3)24-19(27)23-16-7-8-17(21)18(12-16)26(28)29/h4-8,11-12H,9-10,22H2,1-3H3,(H2,23,24,27)/b25-13+",MAIRRISEQUGPIE-DHRITJCHSA-N,433.151682,C20H24ClN5O4,433.88866,135.0,704984,1,121.0,1-[2-[3-[(E)-N-(2-aminoethoxy)-C-methylcarbonimidoyl]phenyl]propan-2-yl]-3-(4-chloro-3-nitrophenyl)urea,1-[1-[3-[(E)-N-(2-aminoethoxy)-C-methyl-carbonimidoyl]phenyl]-1-methyl-ethyl]-3-(4-chloro-3-nitro-phenyl)urea,0,0,ligprep_3.sdf,663,55137,0,W2NIXTFbY0hdYyhDbCljKFtOK10oW08tXSk9TylbY0hdYzFbTkhdQyg9TylbTkhdQyhbQ0gzXSkoW0NIM10pYzJbY0hdYyhbY0hdW2NIXVtjSF0yKVxDKFtDSDNdKT1OXE9bQ0gyXVtDSDJdW05IMl0=,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,,0.005,0.005,0.0,0.0036,0.00855602743142149,1,3,3_8_21_17_E,,S-OPLS,48.120945,1,71457199-1,-374.863128662109,23.0264587402344,46.2736167907715,34.102180480957,0.835156440734863,131.672821044922,-274.128570556641,-336.644775390625,1,0.0484484881162643,71457199,2.8,,This compound has an imine and may undergo hydrolysis.,0,1,0,0,1,10,0,-2,433.894,9.307,783.877,307.354,201.079,214.797,60.647,1361.983,4.0,6.7,0.0635969,0.0170945,0.7580505,43.983,15.387,25.052,15.819,2.415,-4.586,-4.144,-5.823,23.248,-1.825,27.162,-5.571,9.26,1.178,5,0.035,2,65.542,0.0,15.022,133.377,9,0,0,12,0,12,0,30,3.02402067852038e-05
C=C(C)c1cc(ccc1)C(C)(C)NC(=O)Nc(c2)ccc(Cl)c2C(=O)N,71455425,2,71455425,"InChI=1S/C20H22ClN3O2/c1-12(2)13-6-5-7-14(10-13)20(3,4)24-19(26)23-15-8-9-17(21)16(11-15)18(22)25/h5-11H,1H2,2-4H3,(H2,22,25)(H2,23,24,26)",OWICRHOFTKSGBT-UHFFFAOYSA-N,371.140055,C20H22ClN3O2,371.86058,84.2,704984,0,25.0,2-chloro-5-[2-(3-prop-1-en-2-ylphenyl)propan-2-ylcarbamoylamino]benzamide,2-chloro-5-[[1-(3-isopropenylphenyl)-1-methyl-ethyl]carbamoylamino]benzamide,0,0,ligprep_3.sdf,664,55137,0,W2NIXTFbY0hdYyhDbCljKEMoPU8pW05IMl0pW2NIXWMxW05IXUMoPU8pW05IXUMoW0NIM10pKFtDSDNdKWMyW2NIXWMoQyhbQ0gzXSk9W0NIMl0pW2NIXVtjSF1bY0hdMg==,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,1.0,0.0,0.0,0.0,-0.0,0.0,0,0,,,S-OPLS,37.377044,1,71455425-1,-376.572845458984,19.2877597808838,40.5478172302246,31.5389022827148,1.32290160655975,118.561592102051,-513.462219238281,-74.3695983886719,1,0.040845550596714,71455425,3.9,,,0,0,0,0,1,5,0,-2,371.866,4.227,682.442,239.637,140.697,243.154,58.954,1193.237,4.0,4.5,0.0149714,0.0131879,0.7972296,40.711,13.358,22.097,14.337,3.184,-5.431,-4.731,-4.598,344.663,-1.069,448.339,-2.776,8.873,0.372,3,0.177,3,91.003,0.0,15.613,94.159,5,0,0,12,0,12,0,26,0.00230713340246261
CC(=O)c1cc(ccc1)C(C)(C)NC(=O)Nc(c2)ccc(Cl)c2C(=O)N,70850879,2,70850879,"InChI=1S/C19H20ClN3O3/c1-11(24)12-5-4-6-13(9-12)19(2,3)23-18(26)22-14-7-8-16(20)15(10-14)17(21)25/h4-10H,1-3H3,(H2,21,25)(H2,22,23,26)",PTPXOEDNFHJBRH-UHFFFAOYSA-N,373.119319,C19H20ClN3O3,373.8334,101.0,704984,1,700.0,5-[2-(3-acetylphenyl)propan-2-ylcarbamoylamino]-2-chlorobenzamide,5-[[1-(3-acetylphenyl)-1-methyl-ethyl]carbamoylamino]-2-chloro-benzamide,0,0,ligprep_3.sdf,665,55137,0,W2NIXTFbY0hdYyhDbCljKEMoPU8pW05IMl0pW2NIXWMxW05IXUMoPU8pW05IXUMoW0NIM10pKFtDSDNdKWMyW2NIXWMoQyg9TylbQ0gzXSlbY0hdW2NIXVtjSF0y,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,1.0,0.0,0.0,0.0,-0.0,0.0,0,0,,,S-OPLS,32.175474,1,70850879-1,-426.919036865234,18.8511714935303,38.8356895446777,16.7240619659424,1.07857728004456,114.394981384277,-525.690551757813,-91.1129913330078,1,0.0444033779203892,70850879,2.2,>,,0,0,0,0,1,5,0,-2,373.838,7.654,665.83,202.933,193.211,210.735,58.952,1164.287,4.0,6.5,0.0503212,0.0195245,0.8038502,39.243,13.211,23.375,16.393,1.901,-4.707,-4.104,-4.336,109.783,-1.587,129.815,-3.858,8.984,0.522,2,-0.167,3,74.597,0.0,15.471,123.077,6,0,0,12,0,12,0,26,0.0010167958487431
C=C(C)c1cc(ccc1)C(C)(C)NC(=O)Nc(cc2)cc(c23)[nH+]ccc3,67473132,2,67473132,"InChI=1S/C22H23N3O/c1-15(2)17-7-5-9-18(13-17)22(3,4)25-21(26)24-19-11-10-16-8-6-12-23-20(16)14-19/h5-14H,1H2,2-4H3,(H2,24,25,26)",JLXUUGWMXGRFPB-UHFFFAOYSA-N,345.184112,C22H23N3O,345.43752,54.0,704984,0,5.9,1-[2-(3-prop-1-en-2-ylphenyl)propan-2-yl]-3-quinolin-7-ylurea,1-[1-(3-isopropenylphenyl)-1-methyl-ethyl]-3-(7-quinolyl)urea,0,0,ligprep_3.sdf,666,55137,0,W2NIXTFbY0hdW2NIXWMoQyhbQ0gzXSk9W0NIMl0pW2NIXWMxQyhbQ0gzXSkoW0NIM10pW05IXUMoPU8pW05IXWMoW2NIXTIpW2NIXVtjSF1jKGMyMylbY0hdW2NIXVtjSF1uMw==,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,,2.1454,2.1453,0.0,2.2848,4.43010823253155,1,1,,,S-OPLS,45.482592,1,67473132-2,-241.791915893555,21.3234844207764,41.3993110656738,11.838737487793,0.822980940341949,143.603942871094,-219.704177856445,-241.076187133789,1,0.0496615581214428,67473132,,,,0,0,0,0,1,4,0,0,345.443,7.042,683.516,239.99,59.508,384.018,0.0,1193.389,2.0,3.0,0.041557,0.0062071,0.7960455,42.704,12.913,19.002,10.527,4.708,-6.253,-5.225,-5.289,2034.71,-0.304,1448.246,-0.879,8.505,0.784,3,0.688,1,100.0,0.0,15.463,54.775,4,0,1,16,0,16,0,26,0.0254484775483063
O/N=C(\C)c1cc(ccc1)C(C)(C)NC(=O)Nc(c2)ccc(Cl)c2C(F)(F)F,46871956,2,46871956,"InChI=1S/C19H19ClF3N3O2/c1-11(26-28)12-5-4-6-13(9-12)18(2,3)25-17(27)24-14-7-8-16(20)15(10-14)19(21,22)23/h4-10,28H,1-3H3,(H2,24,25,27)/b26-11+",LORXIJMHWYBXHQ-KBKYJPHKSA-N,413.111789,C19H19ClF3N3O2,413.82127,73.7,704984,1,88.0,1-[4-chloro-3-(trifluoromethyl)phenyl]-3-[2-[3-[(E)-N-hydroxy-C-methylcarbonimidoyl]phenyl]propan-2-yl]urea,1-[1-(3-acetohydroximoylphenyl)-1-methyl-ethyl]-3-[4-chloro-3-(trifluoromethyl)phenyl]urea,0,0,ligprep_3.sdf,667,55137,0,W2NIXTFbY0hdYyhDbCljKEMoRikoRilGKVtjSF1jMVtOSF1DKD1PKVtOSF1DKFtDSDNdKShbQ0gzXSljMltjSF1jKFtjSF1bY0hdW2NIXTIpXEMoW0NIM10pPU5cW09IXQ==,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,1.0,0.0,0.0,0.0,-0.0,0.0,0,0,6_9_20_16_E,,S-OPLS,44.829829,1,46871956-1,-122.905433654785,23.5758323669434,44.3645133972168,14.6460399627686,0.617766141891479,132.126663208008,-272.442291259766,-65.7939376831055,0,0.130260542035103,46871956,4.5,,This compound has an imine and may undergo hydrolysis.,0,0,0,0,1,6,0,-1,413.826,7.092,693.46,203.939,112.963,211.475,165.083,1206.136,3.0,4.7,0.0417021,0.0117392,0.7902081,40.283,12.128,21.245,12.483,3.966,-6.103,-5.624,-4.561,635.509,-0.599,3290.444,-2.28,8.993,0.548,3,0.24,3,100.0,108.734,15.27,78.954,5,0,1,12,0,12,0,28,0.0017103056762371
[O-]C(=O)c1ccc(cc1)N2CCN(CC2)S(=O)(=O)c(c3)ccc(c34)NC(=O)C4,44825310,2,44825310,"InChI=1S/C19H19N3O5S/c23-18-12-14-11-16(5-6-17(14)20-18)28(26,27)22-9-7-21(8-10-22)15-3-1-13(2-4-15)19(24)25/h1-6,11H,7-10,12H2,(H,20,23)(H,24,25)",NRZVUWFRIGMPJL-UHFFFAOYSA-N,401.105,C19H19N3O5S,401.436,115.0,705414,1,60.0,"4-[4-[(2-oxo-1,3-dihydroindol-5-yl)sulfonyl]piperazin-1-yl]benzoic acid",4-[4-(2-ketoindolin-5-yl)sulfonylpiperazino]benzoic acid,0,0,ligprep_3.sdf,668,55137,0,Tz1DKFtDSDJdMSlbTkhdYyhjMTIpW2NIXVtjSF1jKFtjSF0yKVMoPU8pKD1PKU4zW0NIMl1bQ0gyXU4oW0NIMl1bQ0gyXTMpYzRbY0hdW2NIXWMoW2NIXVtjSF00KUMoPU8pW09IXQ==,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,,0.001,0.001,0.0,0.0007,0.00166489758423117,-1,1,,,S-OPLS,36.630641,1,44825310-1,-344.097534179688,19.7014808654785,35.4246063232422,-2.96744561195374,2.63628792762756,106.907508850098,-149.717956542969,-356.08203125,1,0.0458662919700146,,1.0,>,,0,0,0,1,0,3,0,-2,401.436,3.806,669.382,178.74,264.82,225.822,0.0,1177.318,2.0,10.0,0.0123064,0.0211272,0.8055394,41.193,13.076,22.683,16.785,1.391,-4.486,-4.347,-3.948,7.731,-2.338,3.282,-5.317,8.745,1.172,1,-0.381,2,50.985,0.0,0.0,138.974,8,0,1,21,0,21,5,28,6.32069509519176e-05
C1C(=O)Nc(c12)ccc(c2)S(=O)(=O)N(CC3)CCN3c4ccc(O)cc4,44825297,2,44825297,"InChI=1S/C18H19N3O4S/c22-15-3-1-14(2-4-15)20-7-9-21(10-8-20)26(24,25)16-5-6-17-13(11-16)12-18(23)19-17/h1-6,11,22H,7-10,12H2,(H,19,23)",YCOCADXVPASJAM-UHFFFAOYSA-N,373.109627,C18H19N3O4S,373.42616,98.3,705414,1,60.0,"5-[4-(4-hydroxyphenyl)piperazin-1-yl]sulfonyl-1,3-dihydroindol-2-one",5-[4-(4-hydroxyphenyl)piperazino]sulfonyloxindole,0,0,ligprep_3.sdf,669,55137,0,Tz1DKFtDSDJdMSlbTkhdYyhjMTIpW2NIXVtjSF1jKFtjSF0yKVMoPU8pKD1PKU4zW0NIMl1bQ0gyXU4oW0NIMl1bQ0gyXTMpYzRbY0hdW2NIXWMoW09IXSlbY0hdW2NIXTQ=,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,1.0,0.0008,0.0,0.0008,-0.0,0.0,0,0,,,S-OPLS,24.003891,1,44825297-1,-271.294555664063,13.4882335662842,25.2962436676025,-3.78213381767273,2.51887726783752,85.5250854492188,-278.649475097656,-115.69140625,1,0.0461244136095047,44825297,1.2,>,,0,0,0,0,0,3,0,-2,373.426,3.212,638.601,179.852,212.931,245.818,0.0,1118.148,2.0,8.75,0.0092246,0.0193773,0.8158342,39.016,12.276,21.003,15.263,1.403,-4.383,-4.281,-5.684,94.771,-1.75,38.749,-4.29,8.18,1.036,2,-0.133,3,70.537,0.0,0.0,111.464,7,0,0,21,0,21,5,26,0.000793996587501863
CC(=O)c1ccc(cc1)N2CCN(CC2)S(=O)(=O)c(c3)c(Cl)cc(c34)NC(=O)C4,36649951,2,36649951,"InChI=1S/C20H20ClN3O4S/c1-13(25)14-2-4-16(5-3-14)23-6-8-24(9-7-23)29(27,28)19-10-15-11-20(26)22-18(15)12-17(19)21/h2-5,10,12H,6-9,11H2,1H3,(H,22,26)",VLLUKRPQSNNZJT-UHFFFAOYSA-N,433.086305,C20H20ClN3O4S,433.9085,95.2,705414,1,60.0,"5-[4-(4-acetylphenyl)piperazin-1-yl]sulfonyl-6-chloro-1,3-dihydroindol-2-one",5-[4-(4-acetylphenyl)piperazino]sulfonyl-6-chloro-oxindole,0,0,ligprep_3.sdf,670,55137,0,Tz1DKFtDSDJdMSlbTkhdYyhjMTIpW2NIXWMoQ2wpYyhbY0hdMilTKD1PKSg9TylOM1tDSDJdW0NIMl1OKFtDSDJdW0NIMl0zKWM0W2NIXVtjSF1jKFtjSF1bY0hdNClDKD1PKVtDSDNd,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,1.0,0.0,0.0,0.0,-0.0,0.0,0,0,,,S-OPLS,24.052234,1,36649951-1,-270.344451904297,17.0837669372559,30.5009860992432,-19.1154804229736,2.54296803474426,96.6745529174805,-299.047393798828,-98.9838409423828,1,0.045005664229393,36649951,1.8,>,,0,0,0,0,0,3,0,-2,433.909,4.164,694.063,252.416,209.416,191.773,40.459,1242.026,1.0,10.0,0.0139585,0.0144079,0.8051064,43.457,13.122,21.932,14.785,1.797,-4.86,-4.944,-5.6,102.332,-1.672,70.133,-4.415,8.579,1.226,1,-0.139,3,73.442,0.0,0.0,115.784,7,0,0,21,0,21,5,29,0.00022998043755733
CC(=O)c1ccc(cc1)N2CCN(CC2)S(=O)(=O)c(c3)ccc(c34)NC(=O)C4,20969430,2,20969430,"InChI=1S/C20H21N3O4S/c1-14(24)15-2-4-17(5-3-15)22-8-10-23(11-9-22)28(26,27)18-6-7-19-16(12-18)13-20(25)21-19/h2-7,12H,8-11,13H2,1H3,(H,21,25)",IOWHNNUEAIMNRP-UHFFFAOYSA-N,399.125277,C20H21N3O4S,399.46344,95.2,705414,1,60.0,"5-[4-(4-acetylphenyl)piperazin-1-yl]sulfonyl-1,3-dihydroindol-2-one",5-[4-(4-acetylphenyl)piperazino]sulfonyloxindole,0,0,ligprep_3.sdf,671,55137,0,Tz1DKFtDSDJdMSlbTkhdYyhjMTIpW2NIXVtjSF1jKFtjSF0yKVMoPU8pKD1PKU4zW0NIMl1bQ0gyXU4oW0NIMl1bQ0gyXTMpYzRbY0hdW2NIXWMoW2NIXVtjSF00KUMoPU8pW0NIM10=,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,1.0,0.0,0.0,0.0,-0.0,0.0,0,0,,,S-OPLS,25.285562,1,20969430-1,-226.990188598633,16.489107131958,28.9039535522461,-16.1010303497314,2.70739579200745,97.5009384155273,-250.772399902344,-105.718154907227,1,0.0417394191026688,20969430,1.2,>,,0,0,0,0,0,3,0,-2,399.464,1.51,689.477,261.077,211.235,217.164,0.0,1216.279,1.0,10.0,0.0018746,0.0145037,0.7992219,42.669,12.794,21.307,14.945,1.496,-4.607,-4.261,-5.816,98.346,-1.822,40.331,-4.36,8.585,1.119,1,-0.209,3,71.371,0.0,0.0,118.016,7,0,0,21,0,21,5,28,0.000431881162179162
